"","cow","year","milex","version"
"11035","COM",1975,0,2011
"11036","COM",1976,-9,2011
"11037","COM",1977,-9,2011
"11038","COM",1978,-9,2011
"11039","COM",1979,-9,2011
"11040","COM",1980,2639,2011
"11041","COM",1981,2900,2011
"11042","COM",1982,1816,2011
"11043","COM",1983,-9,2011
"11044","COM",1984,1601,2011
"11045","COM",1985,-9,2011
"11046","COM",1986,-9,2011
"11047","COM",1987,3030,2011
"11048","COM",1988,-9,2011
"11049","COM",1989,-9,2011
"11050","COM",1990,-9,2011
"11051","COM",1991,-9,2011
"11052","COM",1992,-9,2011
"11053","COM",1993,-9,2011
"11054","COM",1994,-9,2011
"11055","COM",1995,-9,2011
"11056","COM",1996,-9,2011
"11057","COM",1997,-9,2011
"11058","COM",1998,-9,2011
"11059","COM",1999,-9,2011
"11060","COM",2000,-9,2011
"11061","COM",2001,-9,2011
"11062","COM",2002,-9,2011
"11063","COM",2003,-9,2011
"11064","COM",2004,-9,2011
"11065","COM",2005,-9,2011
"11066","COM",2006,-9,2011
"11067","COM",2007,-9,2011
"11068","COM",2008,-9,2011
"11069","COM",2009,-9,2011
"11070","COM",2010,-9,2011
"11071","COM",2011,-9,2011
"11072","COM",2012,-9,2011
"11073","MAS",1968,46,2011
"11074","MAS",1969,43,2011
"11075","MAS",1970,68,2011
"11076","MAS",1971,372,2011
"11077","MAS",1972,435,2011
"11078","MAS",1973,540,2011
"11079","MAS",1974,693,2011
"11080","MAS",1975,873,2011
"11081","MAS",1976,823,2011
"11082","MAS",1977,1002,2011
"11083","MAS",1978,1019,2011
"11084","MAS",1979,1094,2011
"11085","MAS",1980,1132,2011
"11086","MAS",1981,1630,2011
"11087","MAS",1982,2347,2011
"11088","MAS",1983,2108,2011
"11089","MAS",1984,3000,2011
"11090","MAS",1985,2000,2011
"11091","MAS",1986,3000,2011
"11092","MAS",1987,3000,2011
"11093","MAS",1988,4000,2011
"11094","MAS",1989,5000,2011
"11095","MAS",1990,7000,2011
"11096","MAS",1991,7000,2011
"11097","MAS",1992,11300,2011
"11098","MAS",1993,11200,2011
"11099","MAS",1994,11000,2011
"11100","MAS",1995,14000,2011
"11101","MAS",1996,94000,2011
"11102","MAS",1997,87000,2011
"11103","MAS",1998,90000,2011
"11104","MAS",1999,91000,2011
"11105","MAS",2000,9000,2011
"11106","MAS",2001,9000,2011
"11107","MAS",2002,10000,2011
"11108","MAS",2003,12000,2011
"11109","MAS",2004,19000,2011
"11110","MAS",2005,10000,2011
"11111","MAS",2006,11000,2011
"11112","MAS",2007,27000,2011
"11113","MAS",2008,36000,2011
"11114","MAS",2009,16000,2011
"11115","MAS",2010,14000,2011
"11116","MAS",2011,62000,2011
"11117","MAS",2012,71000,2011
"11118","SEY",1976,0,2011
"11119","SEY",1977,0,2011
"11120","SEY",1978,-9,2011
"11121","SEY",1979,-9,2011
"11122","SEY",1980,5000,2011
"11123","SEY",1981,6000,2011
"11124","SEY",1982,6000,2011
"11125","SEY",1983,9000,2011
"11126","SEY",1984,8000,2011
"11127","SEY",1985,8410,2011
"11128","SEY",1986,9710,2011
"11129","SEY",1987,12610,2011
"11130","SEY",1988,-9,2011
"11131","SEY",1989,12400,2011
"11132","SEY",1990,-9,2011
"11133","SEY",1991,15920,2011
"11134","SEY",1992,15230,2011
"11135","SEY",1993,13200,2011
"11136","SEY",1994,13000,2011
"11137","SEY",1995,12000,2011
"11138","SEY",1996,11000,2011
"11139","SEY",1997,10000,2011
"11140","SEY",1998,11000,2011
"11141","SEY",1999,11000,2011
"11142","SEY",2000,11000,2011
"11143","SEY",2001,11000,2011
"11144","SEY",2002,12000,2011
"11145","SEY",2003,12000,2011
"11146","SEY",2004,13000,2011
"11147","SEY",2005,15000,2011
"11148","SEY",2006,15000,2011
"11149","SEY",2007,11000,2011
"11150","SEY",2008,8000,2011
"11151","SEY",2009,6000,2011
"11152","SEY",2010,22000,2011
"11153","SEY",2011,-9,2011
"11154","SEY",2012,10000,2011
"11155","MOR",1847,-9,2011
"11156","MOR",1848,-9,2011
"11157","MOR",1849,-9,2011
"11158","MOR",1850,-9,2011
"11159","MOR",1851,-9,2011
"11160","MOR",1852,-9,2011
"11161","MOR",1853,-9,2011
"11162","MOR",1854,-9,2011
"11163","MOR",1855,-9,2011
"11164","MOR",1856,-9,2011
"11165","MOR",1857,-9,2011
"11166","MOR",1858,-9,2011
"11167","MOR",1859,-9,2011
"11168","MOR",1860,-9,2011
"11169","MOR",1861,-9,2011
"11170","MOR",1862,-9,2011
"11171","MOR",1863,-9,2011
"11172","MOR",1864,-9,2011
"11173","MOR",1865,-9,2011
"11174","MOR",1866,-9,2011
"11175","MOR",1867,-9,2011
"11176","MOR",1868,-9,2011
"11177","MOR",1869,-9,2011
"11178","MOR",1870,-9,2011
"11179","MOR",1871,-9,2011
"11180","MOR",1872,-9,2011
"11181","MOR",1873,-9,2011
"11182","MOR",1874,-9,2011
"11183","MOR",1875,-9,2011
"11184","MOR",1876,-9,2011
"11185","MOR",1877,-9,2011
"11186","MOR",1878,-9,2011
"11187","MOR",1879,-9,2011
"11188","MOR",1880,-9,2011
"11189","MOR",1881,-9,2011
"11190","MOR",1882,-9,2011
"11191","MOR",1883,-9,2011
"11192","MOR",1884,-9,2011
"11193","MOR",1885,-9,2011
"11194","MOR",1886,-9,2011
"11195","MOR",1887,-9,2011
"11196","MOR",1888,-9,2011
"11197","MOR",1889,-9,2011
"11198","MOR",1890,-9,2011
"11199","MOR",1891,-9,2011
"11200","MOR",1892,-9,2011
"11201","MOR",1893,-9,2011
"11202","MOR",1894,-9,2011
"11203","MOR",1895,-9,2011
"11204","MOR",1896,-9,2011
"11205","MOR",1897,-9,2011
"11206","MOR",1898,-9,2011
"11207","MOR",1899,-9,2011
"11208","MOR",1900,-9,2011
"11209","MOR",1901,-9,2011
"11210","MOR",1902,-9,2011
"11211","MOR",1903,-9,2011
"11212","MOR",1904,-9,2011
"11213","MOR",1905,-9,2011
"11214","MOR",1906,-9,2011
"11215","MOR",1907,-9,2011
"11216","MOR",1908,-9,2011
"11217","MOR",1909,-9,2011
"11218","MOR",1910,-9,2011
"11219","MOR",1911,-9,2011
"11220","MOR",1912,-9,2011
"11221","MOR",1956,33143,2011
"11222","MOR",1957,47143,2011
"11223","MOR",1958,47143,2011
"11224","MOR",1959,47143,2011
"11225","MOR",1960,41601,2011
"11226","MOR",1961,48281,2011
"11227","MOR",1962,53854,2011
"11228","MOR",1963,74901,2011
"11229","MOR",1964,70000,2011
"11230","MOR",1965,63182,2011
"11231","MOR",1966,67945,2011
"11232","MOR",1967,70356,2011
"11233","MOR",1968,82352,2011
"11234","MOR",1969,80040,2011
"11235","MOR",1970,83538,2011
"11236","MOR",1971,109901,2011
"11237","MOR",1972,140342,2011
"11238","MOR",1973,186272,2011
"11239","MOR",1974,421887,2011
"11240","MOR",1975,412831,2011
"11241","MOR",1976,576562,2011
"11242","MOR",1977,731447,2011
"11243","MOR",1978,770154,2011
"11244","MOR",1979,928419,2011
"11245","MOR",1980,1118030,2011
"11246","MOR",1981,1102334,2011
"11247","MOR",1982,1229008,2011
"11248","MOR",1983,1097862,2011
"11249","MOR",1984,595671,2011
"11250","MOR",1985,522461,2011
"11251","MOR",1986,750990,2011
"11252","MOR",1987,860000,2011
"11253","MOR",1988,1136000,2011
"11254","MOR",1989,1210000,2011
"11255","MOR",1990,1500000,2011
"11256","MOR",1991,983000,2011
"11257","MOR",1992,1140000,2011
"11258","MOR",1993,1193000,2011
"11259","MOR",1994,1252000,2011
"11260","MOR",1995,1464000,2011
"11261","MOR",1996,1431000,2011
"11262","MOR",1997,1386000,2011
"11263","MOR",1998,1696000,2011
"11264","MOR",1999,1761000,2011
"11265","MOR",2000,1429000,2011
"11266","MOR",2001,1315000,2011
"11267","MOR",2002,1545000,2011
"11268","MOR",2003,1826000,2011
"11269","MOR",2004,1990000,2011
"11270","MOR",2005,2054000,2011
"11271","MOR",2006,2161000,2011
"11272","MOR",2007,2409000,2011
"11273","MOR",2008,2977000,2011
"11274","MOR",2009,3061000,2011
"11275","MOR",2010,3117000,2011
"11276","MOR",2011,3343000,2011
"11277","MOR",2012,3408000,2011
"11278","ALG",1962,65000,2011
"11279","ALG",1963,79400,2011
"11280","ALG",1964,99251,2011
"11281","ALG",1965,99251,2011
"11282","ALG",1966,99251,2011
"11283","ALG",1967,99251,2011
"11284","ALG",1968,99251,2011
"11285","ALG",1969,99251,2011
"11286","ALG",1970,99251,2011
"11287","ALG",1971,99470,2011
"11288","ALG",1972,111512,2011
"11289","ALG",1973,137657,2011
"11290","ALG",1974,260237,2011
"11291","ALG",1975,309322,2011
"11292","ALG",1976,385839,2011
"11293","ALG",1977,464711,2011
"11294","ALG",1978,601562,2011
"11295","ALG",1979,727349,2011
"11296","ALG",1980,890060,2011
"11297","ALG",1981,811620,2011
"11298","ALG",1982,848032,2011
"11299","ALG",1983,935023,2011
"11300","ALG",1984,930440,2011
"11301","ALG",1985,953300,2011
"11302","ALG",1986,1160000,2011
"11303","ALG",1987,1200000,2011
"11304","ALG",1988,1050000,2011
"11305","ALG",1989,854000,2011
"11306","ALG",1990,904000,2011
"11307","ALG",1991,660000,2011
"11308","ALG",1992,1900000,2011
"11309","ALG",1993,1119000,2011
"11310","ALG",1994,1306000,2011
"11311","ALG",1995,1427000,2011
"11312","ALG",1996,1840000,2011
"11313","ALG",1997,2114000,2011
"11314","ALG",1998,3125000,2011
"11315","ALG",1999,3086000,2011
"11316","ALG",2000,2989000,2011
"11317","ALG",2001,3149000,2011
"11318","ALG",2002,2098000,2011
"11319","ALG",2003,2206000,2011
"11320","ALG",2004,2805000,2011
"11321","ALG",2005,2877000,2011
"11322","ALG",2006,3096000,2011
"11323","ALG",2007,4270000,2011
"11324","ALG",2008,5179000,2011
"11325","ALG",2009,5281000,2011
"11326","ALG",2010,5591000,2011
"11327","ALG",2011,8662000,2011
"11328","ALG",2012,9324000,2011
"11329","TUN",1825,-9,2011
"11330","TUN",1826,-9,2011
"11331","TUN",1827,-9,2011
"11332","TUN",1828,-9,2011
"11333","TUN",1829,-9,2011
"11334","TUN",1830,-9,2011
"11335","TUN",1831,-9,2011
"11336","TUN",1832,-9,2011
"11337","TUN",1833,-9,2011
"11338","TUN",1834,-9,2011
"11339","TUN",1835,-9,2011
"11340","TUN",1836,-9,2011
"11341","TUN",1837,-9,2011
"11342","TUN",1838,-9,2011
"11343","TUN",1839,-9,2011
"11344","TUN",1840,-9,2011
"11345","TUN",1841,-9,2011
"11346","TUN",1842,-9,2011
"11347","TUN",1843,-9,2011
"11348","TUN",1844,-9,2011
"11349","TUN",1845,-9,2011
"11350","TUN",1846,-9,2011
"11351","TUN",1847,-9,2011
"11352","TUN",1848,-9,2011
"11353","TUN",1849,-9,2011
"11354","TUN",1850,-9,2011
"11355","TUN",1851,-9,2011
"11356","TUN",1852,-9,2011
"11357","TUN",1853,-9,2011
"11358","TUN",1854,-9,2011
"11359","TUN",1855,-9,2011
"11360","TUN",1856,-9,2011
"11361","TUN",1857,-9,2011
"11362","TUN",1858,-9,2011
"11363","TUN",1859,-9,2011
"11364","TUN",1860,-9,2011
"11365","TUN",1861,-9,2011
"11366","TUN",1862,-9,2011
"11367","TUN",1863,-9,2011
"11368","TUN",1864,-9,2011
"11369","TUN",1865,-9,2011
"11370","TUN",1866,-9,2011
"11371","TUN",1867,-9,2011
"11372","TUN",1868,-9,2011
"11373","TUN",1869,-9,2011
"11374","TUN",1870,-9,2011
"11375","TUN",1871,-9,2011
"11376","TUN",1872,-9,2011
"11377","TUN",1873,-9,2011
"11378","TUN",1874,-9,2011
"11379","TUN",1875,-9,2011
"11380","TUN",1876,-9,2011
"11381","TUN",1877,-9,2011
"11382","TUN",1878,-9,2011
"11383","TUN",1879,-9,2011
"11384","TUN",1880,-9,2011
"11385","TUN",1881,-9,2011
"11386","TUN",1956,5143,2011
"11387","TUN",1957,7143,2011
"11388","TUN",1958,10479,2011
"11389","TUN",1959,15714,2011
"11390","TUN",1960,17619,2011
"11391","TUN",1961,20476,2011
"11392","TUN",1962,15714,2011
"11393","TUN",1963,16905,2011
"11394","TUN",1964,20476,2011
"11395","TUN",1965,14231,2011
"11396","TUN",1966,16923,2011
"11397","TUN",1967,16154,2011
"11398","TUN",1968,20192,2011
"11399","TUN",1969,20192,2011
"11400","TUN",1970,22692,2011
"11401","TUN",1971,24937,2011
"11402","TUN",1972,31643,2011
"11403","TUN",1973,38333,2011
"11404","TUN",1974,46506,2011
"11405","TUN",1975,75316,2011
"11406","TUN",1976,83955,2011
"11407","TUN",1977,121678,2011
"11408","TUN",1978,148246,2011
"11409","TUN",1979,153751,2011
"11410","TUN",1980,338701,2011
"11411","TUN",1981,229887,2011
"11412","TUN",1982,324009,2011
"11413","TUN",1983,429076,2011
"11414","TUN",1984,437008,2011
"11415","TUN",1985,416537,2011
"11416","TUN",1986,547770,2011
"11417","TUN",1987,523860,2011
"11418","TUN",1988,545470,2011
"11419","TUN",1989,482460,2011
"11420","TUN",1990,400770,2011
"11421","TUN",1991,468600,2011
"11422","TUN",1992,596000,2011
"11423","TUN",1993,345000,2011
"11424","TUN",1994,312000,2011
"11425","TUN",1995,369000,2011
"11426","TUN",1996,406000,2011
"11427","TUN",1997,334000,2011
"11428","TUN",1998,363000,2011
"11429","TUN",1999,348000,2011
"11430","TUN",2000,357000,2011
"11431","TUN",2001,377000,2011
"11432","TUN",2002,346000,2011
"11433","TUN",2003,410000,2011
"11434","TUN",2004,447000,2011
"11435","TUN",2005,471000,2011
"11436","TUN",2006,502000,2011
"11437","TUN",2007,470000,2011
"11438","TUN",2008,534000,2011
"11439","TUN",2009,532000,2011
"11440","TUN",2010,535000,2011
"11441","TUN",2011,623000,2011
"11442","TUN",2012,705000,2011
"11443","LIB",1951,-9,2011
"11444","LIB",1952,-9,2011
"11445","LIB",1953,-9,2011
"11446","LIB",1954,-9,2011
"11447","LIB",1955,-9,2011
"11448","LIB",1956,-9,2011
"11449","LIB",1957,-9,2011
"11450","LIB",1958,-9,2011
"11451","LIB",1959,3920,2011
"11452","LIB",1960,3920,2011
"11453","LIB",1961,5041,2011
"11454","LIB",1962,11761,2011
"11455","LIB",1963,13162,2011
"11456","LIB",1964,15122,2011
"11457","LIB",1965,20442,2011
"11458","LIB",1966,42005,2011
"11459","LIB",1967,35564,2011
"11460","LIB",1968,37805,2011
"11461","LIB",1969,44525,2011
"11462","LIB",1970,74489,2011
"11463","LIB",1971,216110,2011
"11464","LIB",1972,261477,2011
"11465","LIB",1973,370370,2011
"11466","LIB",1974,638297,2011
"11467","LIB",1975,722728,2011
"11468","LIB",1976,1165147,2011
"11469","LIB",1977,1219182,2011
"11470","LIB",1978,2729000,2011
"11471","LIB",1979,3000000,2011
"11472","LIB",1980,2750000,2011
"11473","LIB",1981,557244,2011
"11474","LIB",1982,3310000,2011
"11475","LIB",1983,4223000,2011
"11476","LIB",1984,5225000,2011
"11477","LIB",1985,-9,2011
"11478","LIB",1986,1410000,2011
"11479","LIB",1987,1320000,2011
"11480","LIB",1988,1390000,2011
"11481","LIB",1989,1510000,2011
"11482","LIB",1990,1820000,2011
"11483","LIB",1991,2700000,2011
"11484","LIB",1992,2300000,2011
"11485","LIB",1993,-9,2011
"11486","LIB",1994,1413000,2011
"11487","LIB",1995,1401000,2011
"11488","LIB",1996,1327000,2011
"11489","LIB",1997,1250000,2011
"11490","LIB",1998,1489000,2011
"11491","LIB",1999,1311000,2011
"11492","LIB",2000,1176000,2011
"11493","LIB",2001,546000,2011
"11494","LIB",2002,475000,2011
"11495","LIB",2003,534000,2011
"11496","LIB",2004,565000,2011
"11497","LIB",2005,721000,2011
"11498","LIB",2006,593000,2011
"11499","LIB",2007,656000,2011
"11500","LIB",2008,1086000,2011
"11501","LIB",2009,1708000,2011
"11502","LIB",2010,2540000,2011
"11503","LIB",2011,-9,2011
"11504","LIB",2012,2988000,2011
"11505","SUD",1956,8041,2011
"11506","SUD",1957,10913,2011
"11507","SUD",1958,14360,2011
"11508","SUD",1959,15796,2011
"11509","SUD",1960,17519,2011
"11510","SUD",1961,19242,2011
"11511","SUD",1962,19816,2011
"11512","SUD",1963,22688,2011
"11513","SUD",1964,23837,2011
"11514","SUD",1965,31304,2011
"11515","SUD",1966,45089,2011
"11516","SUD",1967,50833,2011
"11517","SUD",1968,55428,2011
"11518","SUD",1969,72659,2011
"11519","SUD",1970,94486,2011
"11520","SUD",1971,109132,2011
"11521","SUD",1972,109133,2011
"11522","SUD",1973,110855,2011
"11523","SUD",1974,112579,2011
"11524","SUD",1975,115450,2011
"11525","SUD",1976,149339,2011
"11526","SUD",1977,197874,2011
"11527","SUD",1978,206814,2011
"11528","SUD",1979,329566,2011
"11529","SUD",1980,217608,2011
"11530","SUD",1981,311009,2011
"11531","SUD",1982,313202,2011
"11532","SUD",1983,246876,2011
"11533","SUD",1984,212334,2011
"11534","SUD",1985,350000,2011
"11535","SUD",1986,391200,2011
"11536","SUD",1987,478200,2011
"11537","SUD",1988,478000,2011
"11538","SUD",1989,460000,2011
"11539","SUD",1990,320000,2011
"11540","SUD",1991,393013,2011
"11541","SUD",1992,1010000,2011
"11542","SUD",1993,255000,2011
"11543","SUD",1994,376000,2011
"11544","SUD",1995,389000,2011
"11545","SUD",1996,412000,2011
"11546","SUD",1997,413000,2011
"11547","SUD",1998,381000,2011
"11548","SUD",1999,424000,2011
"11549","SUD",2000,581000,2011
"11550","SUD",2001,588000,2011
"11551","SUD",2002,388000,2011
"11552","SUD",2003,392000,2011
"11553","SUD",2004,426000,2011
"11554","SUD",2005,1169000,2011
"11555","SUD",2006,-9,2011
"11556","SUD",2007,-9,2011
"11557","SUD",2008,-9,2011
"11558","SUD",2009,696000,2011
"11559","SUD",2010,1082000,2011
"11560","SUD",2011,1163000,2011
"11561","SUD",2012,-9,2011
"11562","SSD",2011,533000,2011
"11563","SSD",2012,819000,2011
"11564","IRN",1855,672,2011
"11565","IRN",1856,-9,2011
"11566","IRN",1857,-9,2011
"11567","IRN",1858,-9,2011
"11568","IRN",1859,-9,2011
"11569","IRN",1860,-9,2011
"11570","IRN",1861,-9,2011
"11571","IRN",1862,-9,2011
"11572","IRN",1863,-9,2011
"11573","IRN",1864,-9,2011
"11574","IRN",1865,-9,2011
"11575","IRN",1866,-9,2011
"11576","IRN",1867,-9,2011
"11577","IRN",1868,7000,2011
"11578","IRN",1869,-9,2011
"11579","IRN",1870,-9,2011
"11580","IRN",1871,-9,2011
"11581","IRN",1872,-9,2011
"11582","IRN",1873,-9,2011
"11583","IRN",1874,813,2011
"11584","IRN",1875,813,2011
"11585","IRN",1876,7881,2011
"11586","IRN",1877,-9,2011
"11587","IRN",1878,-9,2011
"11588","IRN",1879,-9,2011
"11589","IRN",1880,-9,2011
"11590","IRN",1881,-9,2011
"11591","IRN",1882,8829,2011
"11592","IRN",1883,-9,2011
"11593","IRN",1884,9115,2011
"11594","IRN",1885,6055,2011
"11595","IRN",1886,9802,2011
"11596","IRN",1887,850,2011
"11597","IRN",1888,5036,2011
"11598","IRN",1889,6674,2011
"11599","IRN",1890,-9,2011
"11600","IRN",1891,-9,2011
"11601","IRN",1892,-9,2011
"11602","IRN",1893,-9,2011
"11603","IRN",1894,-9,2011
"11604","IRN",1895,-9,2011
"11605","IRN",1896,-9,2011
"11606","IRN",1897,-9,2011
"11607","IRN",1898,-9,2011
"11608","IRN",1899,-9,2011
"11609","IRN",1900,-9,2011
"11610","IRN",1901,-9,2011
"11611","IRN",1902,-9,2011
"11612","IRN",1903,-9,2011
"11613","IRN",1904,-9,2011
"11614","IRN",1905,-9,2011
"11615","IRN",1906,-9,2011
"11616","IRN",1907,-9,2011
"11617","IRN",1908,5040,2011
"11618","IRN",1909,-9,2011
"11619","IRN",1910,-9,2011
"11620","IRN",1911,-9,2011
"11621","IRN",1912,-9,2011
"11622","IRN",1913,-9,2011
"11623","IRN",1914,-9,2011
"11624","IRN",1915,-9,2011
"11625","IRN",1916,-9,2011
"11626","IRN",1917,-9,2011
"11627","IRN",1918,-9,2011
"11628","IRN",1919,-9,2011
"11629","IRN",1920,-9,2011
"11630","IRN",1921,-9,2011
"11631","IRN",1922,-9,2011
"11632","IRN",1923,8989,2011
"11633","IRN",1924,10774,2011
"11634","IRN",1925,10758,2011
"11635","IRN",1926,9839,2011
"11636","IRN",1927,9544,2011
"11637","IRN",1928,10229,2011
"11638","IRN",1929,-9,2011
"11639","IRN",1930,11509,2011
"11640","IRN",1931,1940,2011
"11641","IRN",1932,14990,2011
"11642","IRN",1933,7064,2011
"11643","IRN",1934,14495,2011
"11644","IRN",1935,15834,2011
"11645","IRN",1936,15202,2011
"11646","IRN",1937,19447,2011
"11647","IRN",1938,25020,2011
"11648","IRN",1939,23543,2011
"11649","IRN",1940,24250,2011
"11650","IRN",1941,-9,2011
"11651","IRN",1942,-9,2011
"11652","IRN",1943,27179,2011
"11653","IRN",1944,30822,2011
"11654","IRN",1945,30822,2011
"11655","IRN",1946,33723,2011
"11656","IRN",1947,47538,2011
"11657","IRN",1948,47538,2011
"11658","IRN",1949,69877,2011
"11659","IRN",1950,76215,2011
"11660","IRN",1951,76215,2011
"11661","IRN",1952,77938,2011
"11662","IRN",1953,78308,2011
"11663","IRN",1954,37901,2011
"11664","IRN",1955,58047,2011
"11665","IRN",1956,80614,2011
"11666","IRN",1957,103242,2011
"11667","IRN",1958,164562,2011
"11668","IRN",1959,204301,2011
"11669","IRN",1960,181137,2011
"11670","IRN",1961,184797,2011
"11671","IRN",1962,187063,2011
"11672","IRN",1963,191010,2011
"11673","IRN",1964,218125,2011
"11674","IRN",1965,276449,2011
"11675","IRN",1966,314851,2011
"11676","IRN",1967,410231,2011
"11677","IRN",1968,524752,2011
"11678","IRN",1969,624422,2011
"11679","IRN",1970,735313,2011
"11680","IRN",1971,735313,2011
"11681","IRN",1972,1087788,2011
"11682","IRN",1973,1814697,2011
"11683","IRN",1974,4658080,2011
"11684","IRN",1975,6667751,2011
"11685","IRN",1976,7746860,2011
"11686","IRN",1977,7972585,2011
"11687","IRN",1978,9137992,2011
"11688","IRN",1979,5462930,2011
"11689","IRN",1980,3386907,2011
"11690","IRN",1981,-9,2011
"11691","IRN",1982,15550982,2011
"11692","IRN",1983,14903087,2011
"11693","IRN",1984,20162342,2011
"11694","IRN",1985,14091000,2011
"11695","IRN",1986,5900000,2011
"11696","IRN",1987,8960000,2011
"11697","IRN",1988,9900000,2011
"11698","IRN",1989,8600000,2011
"11699","IRN",1990,3200000,2011
"11700","IRN",1991,5800000,2011
"11701","IRN",1992,2300000,2011
"11702","IRN",1993,1516000,2011
"11703","IRN",1994,2340000,2011
"11704","IRN",1995,3000000,2011
"11705","IRN",1996,3442000,2011
"11706","IRN",1997,4695000,2011
"11707","IRN",1998,5879000,2011
"11708","IRN",1999,5711000,2011
"11709","IRN",2000,3957000,2011
"11710","IRN",2001,4698000,2011
"11711","IRN",2002,3077000,2011
"11712","IRN",2003,4271000,2011
"11713","IRN",2004,5604000,2011
"11714","IRN",2005,7275000,2011
"11715","IRN",2006,8541000,2011
"11716","IRN",2007,7451000,2011
"11717","IRN",2008,9595000,2011
"11718","IRN",2009,8636000,2011
"11719","IRN",2010,10564000,2011
"11720","IRN",2011,19510000,2011
"11721","IRN",2012,25249000,2011
"11722","TUR",1816,-9,2011
"11723","TUR",1817,-9,2011
"11724","TUR",1818,-9,2011
"11725","TUR",1819,-9,2011
"11726","TUR",1820,-9,2011
"11727","TUR",1821,-9,2011
"11728","TUR",1822,-9,2011
"11729","TUR",1823,-9,2011
"11730","TUR",1824,-9,2011
"11731","TUR",1825,-9,2011
"11732","TUR",1826,-9,2011
"11733","TUR",1827,-9,2011
"11734","TUR",1828,-9,2011
"11735","TUR",1829,-9,2011
"11736","TUR",1830,-9,2011
"11737","TUR",1831,-9,2011
"11738","TUR",1832,-9,2011
"11739","TUR",1833,-9,2011
"11740","TUR",1834,-9,2011
"11741","TUR",1835,-9,2011
"11742","TUR",1836,-9,2011
"11743","TUR",1837,-9,2011
"11744","TUR",1838,-9,2011
"11745","TUR",1839,-9,2011
"11746","TUR",1840,-9,2011
"11747","TUR",1841,-9,2011
"11748","TUR",1842,-9,2011
"11749","TUR",1843,-9,2011
"11750","TUR",1844,-9,2011
"11751","TUR",1845,-9,2011
"11752","TUR",1846,-9,2011
"11753","TUR",1847,-9,2011
"11754","TUR",1848,-9,2011
"11755","TUR",1849,-9,2011
"11756","TUR",1850,-9,2011
"11757","TUR",1851,3340,2011
"11758","TUR",1852,2812,2011
"11759","TUR",1853,-9,2011
"11760","TUR",1854,-9,2011
"11761","TUR",1855,3058,2011
"11762","TUR",1856,3045,2011
"11763","TUR",1857,2792,2011
"11764","TUR",1858,2605,2011
"11765","TUR",1859,4338,2011
"11766","TUR",1860,4337,2011
"11767","TUR",1861,5360,2011
"11768","TUR",1862,4816,2011
"11769","TUR",1863,5151,2011
"11770","TUR",1864,4923,2011
"11771","TUR",1865,3645,2011
"11772","TUR",1866,3640,2011
"11773","TUR",1867,3546,2011
"11774","TUR",1868,5481,2011
"11775","TUR",1869,3996,2011
"11776","TUR",1870,4275,2011
"11777","TUR",1871,-9,2011
"11778","TUR",1872,4252,2011
"11779","TUR",1873,3859,2011
"11780","TUR",1874,5495,2011
"11781","TUR",1875,4959,2011
"11782","TUR",1876,19710,2011
"11783","TUR",1877,-9,2011
"11784","TUR",1878,-9,2011
"11785","TUR",1879,3726,2011
"11786","TUR",1880,4745,2011
"11787","TUR",1881,5613,2011
"11788","TUR",1882,-9,2011
"11789","TUR",1883,4340,2011
"11790","TUR",1884,5166,2011
"11791","TUR",1885,-9,2011
"11792","TUR",1886,-9,2011
"11793","TUR",1887,-9,2011
"11794","TUR",1888,7676,2011
"11795","TUR",1889,7338,2011
"11796","TUR",1890,6318,2011
"11797","TUR",1891,6279,2011
"11798","TUR",1892,6474,2011
"11799","TUR",1893,6601,2011
"11800","TUR",1894,6518,2011
"11801","TUR",1895,6745,2011
"11802","TUR",1896,6062,2011
"11803","TUR",1897,5986,2011
"11804","TUR",1898,6914,2011
"11805","TUR",1899,7497,2011
"11806","TUR",1900,6650,2011
"11807","TUR",1901,6717,2011
"11808","TUR",1902,5733,2011
"11809","TUR",1903,5656,2011
"11810","TUR",1904,5580,2011
"11811","TUR",1905,-9,2011
"11812","TUR",1906,-9,2011
"11813","TUR",1907,-9,2011
"11814","TUR",1908,5500,2011
"11815","TUR",1909,13728,2011
"11816","TUR",1910,8773,2011
"11817","TUR",1911,11123,2011
"11818","TUR",1912,11817,2011
"11819","TUR",1913,25134,2011
"11820","TUR",1914,-9,2011
"11821","TUR",1915,45568,2011
"11822","TUR",1916,-9,2011
"11823","TUR",1917,-9,2011
"11824","TUR",1918,48820,2011
"11825","TUR",1919,33528,2011
"11826","TUR",1920,-9,2011
"11827","TUR",1921,-9,2011
"11828","TUR",1922,-9,2011
"11829","TUR",1923,-9,2011
"11830","TUR",1924,17820,2011
"11831","TUR",1925,18198,2011
"11832","TUR",1926,42121,2011
"11833","TUR",1927,37030,2011
"11834","TUR",1928,35587,2011
"11835","TUR",1929,32775,2011
"11836","TUR",1930,29704,2011
"11837","TUR",1931,26471,2011
"11838","TUR",1932,20714,2011
"11839","TUR",1933,21572,2011
"11840","TUR",1934,45397,2011
"11841","TUR",1935,51482,2011
"11842","TUR",1936,58103,2011
"11843","TUR",1937,65589,2011
"11844","TUR",1938,81548,2011
"11845","TUR",1939,59371,2011
"11846","TUR",1940,79176,2011
"11847","TUR",1941,108253,2011
"11848","TUR",1942,-9,2011
"11849","TUR",1943,72406,2011
"11850","TUR",1944,88573,2011
"11851","TUR",1945,396678,2011
"11852","TUR",1946,278779,2011
